37.782038,-122.401218
37.781495,-122.400810
37.779253,-122.410985
37.793781,-122.395657
47.738401,-122.791799
37.793708,-122.395796
37.804935,-122.438182
37.804264,-122.438036
37.776553,-122.390180
37.489294,-122.454622
37.727859,-122.368551
37.775065,-122.392488
-38.353532,145.189059
-38.353522,145.189341
37.805269,-122.438344
37.776143,-122.432968
37.752405,-122.447704
37.829335,-122.536054
42.972293,-85.674019
37.832167,-122.538639
37.109316,-76.391534
25.683536,-80.160680
-6.420380,106.859415
43.117410,-85.562352
37.799890,-122.436108
37.791132, -122.397227
37.781582, -122.452935
37.778702, -122.399908
37.768846, -122.439302
37.746279, -122.422374
37.762381, -122.407815
37.761433, -122.397858
37.796223, -122.405993
37.791553, -122.4386
37.783245, -122.403094
37.797337, -122.396347
37.759113, -122.404433
37.7758, -122.451705
37.795084, -122.414967
37.769973, -122.400506
37.759512, -122.430383
37.781825, -122.419124
37.775458, -122.406511
37.788535, -122.388798
37.765826, -122.408362
37.784983, -122.414238
37.787259, -122.409989
37.79719, -122.41555
37.773299, -122.431391
37.796188, -122.420524
37.78458, -122.445503
37.770299, -122.400139
37.789949, -122.412037
37.766471, -122.422759
37.777184, -122.429301
37.791691, -122.445665
37.782466, -122.45049
37.748691, -122.409251
37.750534, -122.433198
37.796268, -122.407364
37.765395, -122.44254
37.774291, -122.385349
37.766561, -122.432724
37.768633, -122.443352
37.788038, -122.401471
37.778194, -122.401335
37.781821, -122.389525
37.781688, -122.436616
37.769039, -122.451901
37.779972, -122.435371
37.782806, -122.432116
37.789028, -122.436946
37.780215, -122.445254
37.792399, -122.424971
37.758046, -122.438981
37.77207, -122.403006
37.759181, -122.432372
37.745644, -122.408042
37.756358, -122.443784
37.784082, -122.398274
37.781394, -122.451473
37.789134, -122.408037
37.770257, -122.391833
37.793014, -122.419218
37.771074, -122.404061
37.787668, -122.393312
37.780239, -122.417703
37.749021, -122.437074
37.747643, -122.407388
37.79574, -122.408583
37.760933, -122.438386
37.782961, -122.396916
37.778546, -122.404217
37.776697, -122.420357
37.763222, -122.411307
37.782, -122.446768
37.799336, -122.413558
37.780966, -122.407029
37.790636, -122.445615
37.771616, -122.390097
37.802345, -122.418711
37.79742, -122.443956
37.776223, -122.425486
37.78446, -122.435125
37.794716, -122.415906
37.751663, -122.442332
37.762848, -122.393246
37.801489, -122.434743
37.788199, -122.440169
37.756766, -122.447973
37.754268, -122.400825
37.786847, -122.410894
37.782842, -122.453555
37.800713, -122.421845
37.751231, -122.399146
37.761481, -122.393719
37.753283, -122.422606
37.774748, -122.402202
37.7706, -122.45311
37.799263, -122.415717
37.794765, -122.429625
37.75782, -122.392776
37.786356, -122.418965
37.764828, -122.443279
37.794235, -122.399459
